Wall time,Step,Value
1742128653.1467679,1000,1.6818181276321411
1742128653.854774,2000,2.0
1742128655.394932,4000,1.704545497894287
1742128656.025866,5000,2.71052622795105
1742128656.785666,6000,1.97826087474823
1742128657.48057,7000,1.7272727489471436
1742128658.175835,8000,2.0
1742128658.8954198,9000,1.6749999523162842
1742128659.671784,10000,1.1875
1742128660.263893,11000,2.0238094329833984
1742128660.933611,12000,3.7647058963775635
1742128661.6809669,13000,2.357142925262451
1742128662.3198059,14000,1.850000023841858
1742128663.0414028,15000,2.472222328186035
1742128663.777395,16000,2.590909004211426
1742128664.453399,17000,2.1052632331848145
1742128665.1486678,18000,1.8809523582458496
1742128665.868234,19000,1.625
1742128666.5583959,20000,1.8181818723678589
1742128667.269382,21000,2.473684310913086
1742128667.9932811,22000,2.125
1742128668.603287,23000,2.3809523582458496
1742128669.365088,24000,1.8571428060531616
1742128670.091819,25000,1.899999976158142
1742128670.734271,26000,1.2000000476837158
1742128671.512813,27000,1.8571428060531616
1742128672.147261,28000,3.1111111640930176
1742128673.557188,30000,2.2272727489471436
1742128674.229036,31000,1.8571428060531616
1742128674.902559,32000,2.0217392444610596
1742128675.642389,33000,2.5789473056793213
1742128676.38674,34000,1.8181818723678589
1742128677.0640829,35000,1.5952380895614624
1742128678.5108428,37000,2.6500000953674316
1742128679.150301,38000,1.4047619104385376
1742128679.913146,39000,1.6458333730697632
1742128680.526674,40000,3.529411792755127
1742128681.286242,41000,1.47826087474823
1742128682.606035,43000,1.9249999523162842
1742128683.443584,44000,0.9615384340286255
1742128684.048098,45000,2.6500000953674316
1742128684.737222,46000,2.450000047683716
1742128685.47648,47000,0.6666666865348816
1742128686.1809778,48000,1.1458333730697632
1742128687.570652,50000,0.9047619104385376
1742128688.2843158,51000,1.8333333730697632
1742128689.7043982,53000,1.2826087474822998
1742128690.317566,54000,1.8250000476837158
1742128691.1161642,55000,1.7857142686843872
1742128691.76196,56000,3.2941176891326904
1742128692.4788768,57000,2.473684310913086
1742128693.1262982,58000,1.0625
1742128694.538196,60000,2.1136362552642822
1742128695.313345,61000,2.142857074737549
1742128696.000393,62000,1.5
1742128696.736084,63000,1.5416666269302368
1742128697.37476,64000,1.1818181276321411
1742128698.091687,65000,1.56521737575531
1742128698.770139,66000,2.1500000953674316
1742128699.483061,67000,2.2249999046325684
1742128700.2359219,68000,2.5789473056793213
1742128700.969942,69000,1.2608696222305298
1742128701.676372,70000,1.08695650100708
1742128703.203912,72000,2.6315789222717285
1742128703.9368808,73000,1.5227272510528564
